Yıl,Ay,Şehir,Sınır Kapısı,Sınır Kapısı Tipi,Araç Tipi,Milliyet,Gelen Vatandaş Turist,Gelen Yabancı Turist,Günübirlikçi Vatandaş,Günübirlikçi Yabancı
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Güney Kıbrıs Rum Kesimi,0,1,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Güney Kore,0,9,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Gürcistan,0,1,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Hırvatistan,0,6,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Hindistan,0,11,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Hollanda,0,231,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Honduras,0,25,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Irak,0,0,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,İngiltere (Birleşik Krallık),0,210,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,İran,0,1,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,İrlanda,0,4,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,İspanya,0,10,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,İsrail,0,27,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,İsveç,0,53,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,İsviçre,0,57,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,İtalya,0,50,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Japonya,0,2,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Kanada,0,6,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Kırgızistan,0,5,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Kuveyt,0,6,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Kuzey Kıbrıs Türk Cumhuriyeti,0,584,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Kuzey Makedonya Cumhuriyeti,0,1,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Lihtenştayn,0,0,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Lübnan,0,10,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Macaristan,0,2,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Maldivler,0,0,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Mısır,0,32,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Milliyetsiz (Haymatlos),0,14,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Moldova,0,4,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Monako,0,0,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Norveç,0,5,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Özbekistan,0,1,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Pakistan,0,12,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Panama,0,1,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Polonya,0,7,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Portekiz,0,1,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Romanya,0,16,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Rusya Fed.,0,10,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Sırbistan,0,2,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Slovakya,0,5,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Sudan,0,0,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Suriye,0,12,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Suudi Arabistan,0,18,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Şili,0,0,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Tayland,0,0,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Tunus,0,7,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Türkiye,12180,0,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Türkmenistan,0,2,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Ukrayna,0,20,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Ürdün,0,97,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Yemen,0,2,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Yeni Zelanda,0,0,0,0
2004,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Yunanistan,0,15,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Afganistan,0,30,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Almanya,0,9,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Arnavutluk,0,1,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Avustralya,0,0,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Avusturya,0,3,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Azerbaycan,0,950,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Bangladeş,0,0,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Belçika,0,0,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Bulgaristan,0,169,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Cezayir,0,0,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Çek Cumhuriyeti (Çekya),0,9,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Çin Halk Cumhuriyeti,0,1,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Danimarka,0,2,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Ermenistan,0,1,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Finlandiya,0,0,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Fransa,0,2,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Güney Kıbrıs Rum Kesimi,0,0,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Güney Kore,0,4,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Gürcistan,0,13,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Hollanda,0,0,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,İngiltere (Birleşik Krallık),0,4,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,İran,0,7050,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,İrlanda,0,0,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,İspanya,0,0,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,İsveç,0,0,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,İsviçre,0,0,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,İtalya,0,4,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Japonya,0,11,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Kanada,0,0,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Kazakistan,0,125,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Kırgızistan,0,3237,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Kiribati (Gilbert Adaları),0,1,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Kuzey Kıbrıs Türk Cumhuriyeti,0,2,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Kuzey Makedonya Cumhuriyeti,0,4,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Lübnan,0,1,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Macaristan,0,0,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Malezya,0,1,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Moldova,0,0,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Nijerya,0,1,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Norveç,0,1,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Özbekistan,0,22,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Pakistan,0,4,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Polonya,0,0,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Romanya,0,6,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Rusya Fed.,0,2983,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Sırbistan,0,0,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Suriye,0,14,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Tacikistan,0,18,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Tunus,0,1,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Türkiye,24052,0,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Türkmenistan,0,12,0,0
2004,OCAK,Ağrı,Gürbulak (K),Kara,Kara,Ukrayna,0,0,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Afganistan,0,24,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Almanya,0,4158,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Amerika Birleşik Devletleri,0,625,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Arjantin,0,10,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Arnavutluk,0,43,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Avustralya,0,105,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Avusturya,0,900,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Azerbaycan,0,218,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Bahreyn,0,3,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Bangladeş,0,3,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Belçika,0,372,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Benin,0,0,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Beyaz Rusya (Belarus),0,7,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Birleşik Arap Emirlikleri,0,0,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Bolivya,0,1,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Bosna Hersek,0,63,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Brezilya,0,8,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Bulgaristan,0,54,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Cezayir,0,13,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Çek Cumhuriyeti (Çekya),0,31,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Çin Halk Cumhuriyeti,0,87,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Danimarka,0,232,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Ekvador,0,0,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Endonezya,0,1,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Ermenistan,0,0,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Estonya,0,4,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Fas,0,13,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Fiji,0,0,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Filipinler,0,6,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Filistin,0,9,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Finlandiya,0,60,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Fransa,0,697,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Gana,0,2,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Güney Afrika Cumhuriyeti,0,7,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Güney Kıbrıs Rum Kesimi,0,21,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Gürcistan,0,22,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Hırvatistan,0,23,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Hindistan,0,39,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Hollanda,0,1214,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Irak,0,61,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,İngiltere (Birleşik Krallık),0,584,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,İran,0,553,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,İrlanda,0,20,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,İspanya,0,161,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,İsrail,0,172,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,İsveç,0,418,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,İsviçre,0,131,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,İtalya,0,261,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,İzlanda,0,0,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Jamaika,0,0,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Japonya,0,113,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Kamerun,0,0,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Kanada,0,103,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Kazakistan,0,26,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Kenya,0,1,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Kırgızistan,0,5,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Kolombiya,0,2,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Kuveyt,0,18,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Kuzey Kıbrıs Türk Cumhuriyeti,0,846,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Kuzey Kore,0,24,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Kuzey Makedonya Cumhuriyeti,0,17,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Letonya,0,24,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Liberya,0,0,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Libya,0,21,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Litvanya,0,14,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Lübnan,0,28,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Lüksemburg,0,5,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Macaristan,0,194,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Malezya,0,0,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Man Adası,0,0,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Mauritius,0,1,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Meksika,0,5,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Mısır,0,31,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Midway Adası,0,2,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Milliyetsiz (Haymatlos),0,17,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Moğolistan,0,4,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Moldova,0,48,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Monako,0,47,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Namibya,0,1,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Nijer,0,0,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Nijerya,0,2,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Norveç,0,137,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Özbekistan,0,16,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Pakistan,0,98,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Paraguay,0,1,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Peru,0,1,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Polonya,0,49,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Portekiz,0,16,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Romanya,0,39,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Rusya Fed.,0,157,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Sırbistan,0,11,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Singapur,0,3,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Slovakya,0,18,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Slovenya,0,16,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Sri Lanka,0,0,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Sudan,0,4,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Suriye,0,248,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Suudi Arabistan,0,43,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Şili,0,10,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Tacikistan,0,2,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Tanzanya,0,3,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Tayland,0,4,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Tayvan,0,0,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Tunus,0,16,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Türkiye,28595,0,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Türkmenistan,0,6,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Ukrayna,0,65,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Ürdün,0,84,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Vatikan,0,2,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Venezuela,0,8,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Yemen,0,29,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Yeni Zelanda,0,12,0,0
2004,OCAK,Ankara,Esenboğa (H),Hava,Hava,Yunanistan,0,56,0,0
2004,OCAK,Antalya,Antalya Merkez (D),Deniz,Deniz,Azerbaycan,0,3,0,0
2004,OCAK,Antalya,Antalya Merkez (D),Deniz,Deniz,Romanya,0,1,0,0
2004,OCAK,Antalya,Antalya Merkez (D),Deniz,Deniz,Rusya Fed.,0,1,0,0
2004,OCAK,Antalya,Antalya Merkez (D),Deniz,Deniz,Şili,0,5,0,0
2004,OCAK,Antalya,Antalya Merkez (D),Deniz,Deniz,Türkiye,79,0,0,0
2004,OCAK,Antalya,Antalya Merkez (D),Deniz,Deniz,Ukrayna,0,7,0,0
2004,OCAK,Antalya,Antalya Merkez (D),Deniz,Deniz,Yunanistan,0,1,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Afganistan,0,2,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Almanya,0,77717,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Amerika Birleşik Devletleri,0,185,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Arjantin,0,21,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Arnavutluk,0,33,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Avustralya,0,42,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Avusturya,0,5754,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Azerbaycan,0,47,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Belçika,0,2898,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Beyaz Rusya (Belarus),0,107,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Bolivya,0,0,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Bosna Hersek,0,93,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Brezilya,0,84,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Brunei,0,6,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Bulgaristan,0,124,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Burkina Faso,0,4,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Cezayir,0,22,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Çek Cumhuriyeti (Çekya),0,132,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Çin Halk Cumhuriyeti,0,31,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Danimarka,0,856,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Dominika,0,0,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Ekvador,0,2,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Endonezya,0,8,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Ermenistan,0,21,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Estonya,0,16,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Etiyopya (Habeşistan),0,2,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Fas,0,63,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Fildişi Sahilleri (Cote d’Ivoire),0,0,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Filipinler,0,14,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Filistin,0,12,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Finlandiya,0,41,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Fransa,0,2340,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Gambiya,0,1,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Gana,0,13,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Gine,0,2,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Grenada,0,1,0,0
2004,OCAK,Antalya,Antalya Merkez (H),Hava,Hava,Guatemala,0,2,0,0
