Yıl,Ay,Şehir,Sınır Kapısı,Sınır Kapısı Tipi,Araç Tipi,Milliyet,Gelen Vatandaş Turist,Gelen Yabancı Turist,Günübirlikçi Vatandaş,Günübirlikçi Yabancı
2006,OCAK,Adana,Botaş (D),Deniz,Deniz,Arjantin,0,1,0,0
2006,OCAK,Adana,Botaş (D),Deniz,Deniz,Filipinler,0,7,0,0
2006,OCAK,Adana,Botaş (D),Deniz,Deniz,Güney Kore,0,0,0,0
2006,OCAK,Adana,Botaş (D),Deniz,Deniz,Hırvatistan,0,1,0,0
2006,OCAK,Adana,Botaş (D),Deniz,Deniz,İtalya,0,11,0,0
2006,OCAK,Adana,Botaş (D),Deniz,Deniz,Romanya,0,0,0,0
2006,OCAK,Adana,Botaş (D),Deniz,Deniz,Türkiye,49,0,0,0
2006,OCAK,Adana,Botaş (D),Deniz,Deniz,Ukrayna,0,0,0,0
2006,OCAK,Adana,Botaş (D),Deniz,Deniz,Yunanistan,0,5,0,0
2006,OCAK,Adana,İncirlik (H),Hava,Hava,Almanya,0,1,0,0
2006,OCAK,Adana,İncirlik (H),Hava,Hava,Amerika Birleşik Devletleri,0,2243,0,0
2006,OCAK,Adana,İncirlik (H),Hava,Hava,Avustralya,0,0,0,0
2006,OCAK,Adana,İncirlik (H),Hava,Hava,Avusturya,0,0,0,0
2006,OCAK,Adana,İncirlik (H),Hava,Hava,Belçika,0,0,0,0
2006,OCAK,Adana,İncirlik (H),Hava,Hava,Brezilya,0,1,0,0
2006,OCAK,Adana,İncirlik (H),Hava,Hava,Filipinler,0,1,0,0
2006,OCAK,Adana,İncirlik (H),Hava,Hava,Fransa,0,1,0,0
2006,OCAK,Adana,İncirlik (H),Hava,Hava,İngiltere (Birleşik Krallık),0,169,0,0
2006,OCAK,Adana,İncirlik (H),Hava,Hava,İrlanda,0,3,0,0
2006,OCAK,Adana,İncirlik (H),Hava,Hava,Japonya,0,0,0,0
2006,OCAK,Adana,İncirlik (H),Hava,Hava,Nikaragua,0,0,0,0
2006,OCAK,Adana,İncirlik (H),Hava,Hava,Türkiye,8,0,0,0
2006,OCAK,Adana,İncirlik (H),Hava,Hava,Yunanistan,0,0,0,0
2006,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Almanya,0,1441,0,0
2006,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Amerika Birleşik Devletleri,0,221,0,0
2006,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Arnavutluk,0,0,0,0
2006,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Avustralya,0,11,0,0
2006,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Avusturya,0,23,0,0
2006,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Azerbaycan,0,1,0,0
2006,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Belçika,0,42,0,0
2006,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Birleşik Arap Emirlikleri,0,2,0,0
2006,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Birleşmiş Milletler,0,41,0,0
2006,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Bosna Hersek,0,2,0,0
2006,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Brezilya,0,2,0,0
2006,OCAK,Adana,Şakirpaşa (H),Hava,Hava,Bulgaristan,0,5,0,0
